emp_no,first_name,last_name,from_date,title,salary
81043,Prasadram,Passafiume,1999-08-04,Staff,44303
81047,Masaki,Dulay,1993-07-15,Senior Engineer,58336
81050,Moti,Sridhar,1999-06-21,Senior Engineer,40000
81052,Ziya,Levergood,1997-05-27,Staff,46518
81053,Fei,Quaggetto,1999-05-22,Senior Staff,44045
81063,Vitali,Narahari,1995-08-19,Staff,61895
81066,Fumitake,Srimani,1999-03-15,Senior Engineer,54403
81068,Uno,Ecklund,1998-10-22,Senior Engineer,41658
81070,Mariangiola,Rosaz,1987-11-30,Senior Engineer,64942
81073,Poornachandra,Blokdijk,2001-02-19,Senior Staff,64379
81079,Nahla,Mellouli,2002-07-07,Senior Staff,53145
81092,Poorav,Strehl,1997-11-12,Staff,61591
81093,Shiv,Bail,1997-04-09,Engineer,53326
81095,Zhaofang,Meszaros,1996-05-14,Staff,77362
81096,Charmane,Wissmann,1999-05-03,Senior Staff,40000
81101,Khoa,Engberts,1999-07-30,Senior Engineer,58507
81108,Kwangyoen,Cronan,2000-09-20,Senior Staff,40000
81109,Fatemeh,Bonifati,1997-05-22,Senior Engineer,40000
81110,Kiam,Oxman,1997-06-07,Senior Staff,68618
81111,Munehiro,Jansch,1995-02-20,Senior Staff,40000
81121,Valdiodio,Heyers,1992-05-21,Senior Staff,87452
81123,Troy,Sooriamurthi,1998-01-02,Engineer,40000
81125,Rosli,Antonisse,1995-07-11,Staff,47769
81130,Kyoichi,Jervis,1989-01-17,Senior Staff,40000
81136,Gift,Ruemmler,1998-10-14,Staff,58356
81140,Temple,Gomatam,1999-04-23,Engineer,66326
81142,Heon,Zastre,1998-09-27,Senior Staff,40000
81143,DAIDA,Vural,1999-09-10,Senior Staff,72320
81149,Tianruo,Georg,1994-09-29,Engineer,40000
81152,Macha,Junet,1994-05-30,Senior Engineer,43255
81154,Denis,Schmiedel,1991-08-04,Technique Leader,60965
81158,Filipp,Percebois,1987-09-22,Senior Engineer,40469
81166,Tayeb,Przulj,1993-12-10,Senior Staff,47902
81167,Yurij,Francisci,1991-04-10,Senior Staff,68390
81171,Annemarie,Luke,1996-01-09,Senior Engineer,50156
81174,Fatemeh,Zirintsis,1995-11-08,Staff,46620
81177,Bodh,Berendt,1998-10-02,Assistant Engineer,68201
81185,Takushi,Kossowski,1993-03-13,Senior Engineer,43609
81186,Marla,Improta,1995-06-16,Staff,56243
81189,Serge,Broomell,1991-04-13,Senior Staff,67012
81198,Martijn,Stanfel,1989-10-27,Technique Leader,40000
81199,Abdelghani,Lamma,1997-11-12,Senior Staff,60960
81201,Werner,Knightly,1993-07-11,Senior Staff,97128
81202,Niteen,Ciolek,1998-08-08,Engineer,40000
81207,Barry,Hofstetter,1991-07-02,Senior Engineer,85231
81208,Sumant,Rindone,1987-11-24,Senior Engineer,83869
81209,Jahangir,Rahier,1997-04-18,Senior Engineer,54531
81212,Elvia,Lunn,1999-11-16,Senior Engineer,40000
81213,Wilmer,Cherinka,2000-01-16,Staff,63219
81215,Barna,Zyda,1993-09-08,Engineer,40857
81217,Ult,Ibel,1998-08-09,Senior Engineer,40000
81218,Nectarios,Impagliazzo,1997-12-26,Senior Engineer,63558
81228,Xianlong,Segond,1997-12-03,Technique Leader,49232
81233,Renee,Rande,1999-04-01,Engineer,47047
81237,Djelloul,Blokdijk,1997-12-18,Staff,89374
81244,Aloys,Validov,1996-05-22,Senior Engineer,58953
81245,Matk,Krzyzanowski,1996-01-17,Engineer,40000
81248,Masako,Sudbeck,1999-09-29,Senior Staff,48823
81257,Kazuhide,Raney,2000-01-18,Staff,64428
81260,Harngdar,Granlund,1999-12-21,Senior Staff,66803
81264,Dannz,Erdmenger,1993-09-19,Senior Staff,50625
81268,Nathalie,Doering,2001-10-15,Senior Staff,56406
81271,Kendra,Bade,1995-12-03,Senior Staff,54625
81279,Kristinn,Ouhyoung,1999-12-13,Engineer,50480
81283,Maria,Herber,2002-07-29,Senior Staff,77485
81285,Hairong,England,1997-10-19,Staff,57859
81286,Richara,Fontet,1997-03-10,Senior Staff,40000
81288,Guadalupe,Sidou,1998-03-16,Engineer,51215
81292,Ortrun,Copas,1986-11-08,Senior Engineer,42889
81296,Susanta,Benzaken,1994-07-01,Engineer,40000
81299,Visit,Ghemri,1997-05-31,Senior Staff,50676
81301,Chanjung,Schlumberger,1996-09-04,Engineer,67179
81303,Ghassan,Berstel,1994-04-10,Senior Staff,70323
81304,Visit,Dalphin,2000-01-15,Senior Staff,40000
81324,Marl,Rossi,1996-07-05,Engineer,42237
81325,Mona,Rajaraman,1997-04-04,Senior Staff,42784
81329,Divine,Gire,1986-07-22,Senior Engineer,40000
81335,Eben,Porenta,1994-07-18,Engineer,55430
81338,Xiaoqiang,Erol,2001-07-28,Senior Staff,46208
81340,Baocai,Poehlman,1992-09-23,Senior Staff,82277
81344,Leif,Hiraishi,1999-08-14,Engineer,48782
81349,Kerryn,Hennings,1997-01-05,Staff,57809
81352,Odysseas,Narwekar,1997-06-21,Engineer,40000
81357,Jeanna,Keirsey,2001-02-21,Senior Staff,93472
81358,Premal,Quadeer,1993-05-23,Senior Staff,95018
81368,Frederique,Ghemri,2000-08-27,Senior Engineer,40818
81374,Kinh,Shobatake,2002-06-11,Senior Engineer,48766
81376,Gunilla,Fabrizio,1997-05-17,Senior Engineer,49909
81380,Sajjad,Hiroyama,2000-01-24,Staff,85605
81395,Tran,Maliniak,1996-09-26,Senior Engineer,40000
81398,Hyuncheol,Gulak,1987-12-23,Technique Leader,40000
81401,Monique,Kaltofen,2000-03-18,Senior Staff,45372
81407,Hsiangchu,Rosin,1994-03-15,Senior Staff,40000
81408,Atreye,Picaronny,1996-01-25,Senior Staff,74543
81411,Eben,Stenning,1996-08-11,Senior Engineer,40445
81412,Zhenhua,Menyhert,1994-02-13,Senior Staff,63222
81413,Jinxi,Bouloucos,1997-11-24,Senior Staff,63731
81422,Yuichiro,Pleszkun,2001-06-25,Senior Engineer,40000
81425,Chrisa,Simmel,1997-09-13,Senior Engineer,49483
81430,Jackson,Milicia,2000-01-10,Senior Staff,49769
81432,Hideyuki,Veldwijk,1996-07-12,Senior Engineer,76081
81436,Itzchak,Mitzlaff,1993-10-07,Staff,54556
81438,Mack,McClure,1994-06-17,Senior Engineer,40000
81439,Giri,Lorys,1997-08-21,Staff,75323
81440,Fumitake,Melski,1993-03-09,Senior Engineer,40000
81444,Byong,Denos,2001-05-18,Senior Staff,50676
81447,Moni,Renear,1997-02-23,Engineer,54547
81449,Arve,Halloran,1993-01-10,Senior Staff,55086
81459,Serenella,Reeker,1995-06-16,Senior Engineer,77398
81460,Christfried,Angelopoulos,1992-09-28,Senior Engineer,43495
81462,Thodoros,Brizzi,1998-02-08,Senior Engineer,40000
81466,Zejun,Krone,2001-11-07,Senior Engineer,67218
81468,Aiman,Bodoff,1995-05-16,Senior Engineer,40000
81474,Mori,Cools,1999-12-27,Staff,40000
81479,Girolamo,Vuskovic,2000-07-29,Senior Engineer,42719
81485,Taizo,Terkki,1995-03-18,Engineer,40000
81487,Piyush,Vandervoorde,1995-08-01,Senior Engineer,40244
81494,Hatsukazu,Litzkow,1986-11-21,Technique Leader,40000
81503,Kolar,Rabejac,1993-10-23,Senior Engineer,61837
81508,Bokyung,Janocha,1993-12-17,Senior Staff,62610
81509,Munehiko,Trachtenberg,1996-09-04,Senior Engineer,40000
81510,Mamdouh,Penttonen,1994-04-08,Senior Staff,40396
81517,Xiong,Reutenauer,1995-01-27,Senior Staff,90488
81527,Arnd,Bouloucos,1991-07-09,Senior Staff,103938
81528,Mikhail,Miara,1990-01-12,Senior Engineer,50288
81529,Kien,Koblick,2001-02-01,Senior Engineer,78957
81537,Beshir,Pezzoli,1995-07-07,Senior Staff,56162
81543,Jianhui,Ishibashi,1996-11-21,Senior Staff,74442
81549,Takahira,Leslie,1994-11-04,Senior Engineer,47207
81553,Adin,Fortenbacher,1995-04-23,Senior Staff,40000
81556,Teunis,Nilsson,2002-04-19,Senior Engineer,70011
81561,Masadi,Verhaegen,2000-12-30,Senior Staff,40335
81564,Martijn,Michaels,2001-10-28,Senior Engineer,40000
81568,Jianhui,Uhrig,1998-05-22,Engineer,40000
81572,Ingemar,DiGiano,1994-07-07,Senior Engineer,40000
81580,Behnaam,Nannarelli,1998-07-20,Engineer,40000
81587,Mani,Pluym,1996-02-07,Senior Engineer,40000
81589,Bernd,Wilfing,1997-06-03,Senior Engineer,40000
81591,Gian,Karunanithi,2000-02-01,Senior Engineer,40000
81592,Monique,Rehfuss,1985-09-30,Senior Staff,75008
81594,Saddek,Spinelli,1991-03-30,Technique Leader,40000
81597,Xuejia,Miculan,2000-07-26,Senior Engineer,56092
81599,Oldrich,Emmerich,1997-06-08,Senior Staff,40830
81603,Suzette,Zuberek,1997-02-03,Senior Staff,68350
81612,Fei,Raoux,1998-11-08,Engineer,61609
81623,Honesty,Thimonier,1998-05-29,Engineer,40000
81624,Mandell,Ratnaker,1999-11-13,Engineer,41230
81625,Irene,Koshino,1996-04-25,Staff,81601
81633,Urs,Raczkowsky,1998-08-28,Senior Staff,44212
81645,Jasminko,Reinhart,1992-09-27,Senior Engineer,40000
81648,Jungsoon,Doering,1994-02-19,Senior Engineer,58756
81649,Xuedong,Krohn,1992-04-17,Senior Staff,62028
81653,Adit,Brobst,2001-04-19,Senior Engineer,40000
81656,Turgut,Valette,2001-01-11,Engineer,64332
81658,Rosine,Pearson,1992-04-19,Senior Engineer,40000
81659,Naftaly,Pramanik,1999-11-14,Staff,89360
81660,Arno,Schaap,1986-01-29,Senior Staff,40000
81661,Vojin,Honglei,1996-11-30,Engineer,59630
81668,Goa,Gronowski,2002-06-09,Senior Staff,64435
81672,Kazuhito,Aloia,1998-09-25,Engineer,40000
81676,Sham,Wrigley,1999-08-11,Senior Staff,49226
81678,Valter,Iisaku,1997-06-08,Technique Leader,56293
81679,Kenton,Pluym,1996-01-01,Engineer,56360
81684,Gad,Stafford,1998-07-12,Staff,51335
81688,Steen,Kroon,1999-02-25,Senior Staff,40000
81689,Yoshinari,Worfolk,1994-01-16,Senior Engineer,52386
81696,Mitchel,Bednarek,2002-03-24,Engineer,40000
81706,Maya,Schwartzbauer,1990-04-16,Senior Staff,40000
81708,Byong,Kakkar,1997-07-18,Senior Engineer,40657
81709,Ziva,Budinsky,1996-01-04,Senior Staff,41800
81710,Girolamo,Hennings,1996-05-31,Senior Staff,48749
81712,Arlette,Braunschweig,1996-06-23,Staff,74729
81714,Nadjib,Gimbel,1998-06-05,Staff,40000
81717,Toney,Anguita,1995-10-16,Senior Staff,72518
81730,Sergi,DuBourdieux,2000-12-16,Senior Staff,90708
81731,Gro,Chachaty,1999-01-21,Staff,81158
81734,Ipke,Lalonde,1998-03-09,Senior Engineer,40000
81735,Kwok,Koprowski,1996-04-13,Senior Engineer,44504
81740,Otilia,Erva,1999-09-28,Engineer,40000
81741,Alenka,Harnett,2002-07-08,Senior Engineer,40000
81746,Vincent,Spell,1994-04-02,Engineer,40000
81747,Vitali,Tanemo,1996-02-14,Staff,80349
81751,Ulises,Salinas,1997-01-01,Staff,40000
81755,Peer,Beeson,2002-02-26,Senior Staff,40000
81763,Youpyo,Dayang,1999-12-25,Engineer,48385
81767,Augustine,Matzov,1994-10-17,Senior Staff,64335
81773,Nalini,Castellani,1998-11-11,Senior Staff,85392
81779,Phillip,Tokunaga,1994-10-05,Senior Staff,62577
81785,Patricia,Rando,1992-01-24,Senior Staff,65584
81786,Xuedong,Erdmenger,2001-09-17,Senior Engineer,40000
81790,Constantino,Lanphier,1996-02-23,Senior Engineer,40058
81793,Bingning,Zolotykh,1991-12-03,Technique Leader,57093
81796,Jeong,Swab,1991-10-20,Senior Staff,40000
81805,Gianluca,Bail,2001-10-28,Senior Engineer,57069
81806,Janalee,Matzke,1995-11-30,Engineer,61113
81808,Lakshmi,Cesareni,1995-02-12,Senior Engineer,44637
81810,Baruch,Schaap,1985-04-12,Technique Leader,48511
81815,Chaitali,Kuhnemann,1999-06-29,Senior Engineer,45896
81816,Guadalupe,Kranzdorf,1998-09-21,Senior Staff,44262
81817,Demos,Aloia,1994-06-12,Senior Engineer,76190
81818,Deborah,Bridgland,1998-01-03,Engineer,43986
81820,Syozo,Merle,1999-07-05,Technique Leader,59797
81823,Divier,Junet,2001-06-13,Senior Engineer,67024
81825,Xiaoheng,Androutsos,2001-08-27,Senior Staff,69193
81836,Rayond,Stiles,1999-01-16,Technique Leader,54763
81838,Ute,Alpay,1997-06-13,Senior Engineer,40000
81839,Leah,Curless,2001-04-30,Senior Engineer,40000
81847,Ymte,Figueira,1985-08-04,Senior Engineer,40000
81849,Debatosh,Bednarek,1998-08-24,Senior Staff,66528
81851,Dante,Heystek,1993-12-25,Senior Engineer,40000
81856,Masamitsu,Maierhofer,1997-05-01,Senior Staff,40000
81861,Tesuro,Walstra,1994-11-15,Senior Engineer,54826
81865,Kiyotoshi,Pileggi,1995-06-03,Engineer,40000
81871,Mikhail,Pelz,1997-10-23,Senior Staff,48225
81872,Shin,Pashtan,1998-06-14,Engineer,40000
81876,Chenye,Shackell,1994-10-29,Senior Staff,62125
81877,Fei,Pappas,1996-01-27,Engineer,40000
81891,Gill,Usery,1997-12-28,Staff,40000
81896,Kwan,Bashian,1996-11-10,Senior Engineer,40000
81900,Mario,Bernatsky,1995-08-14,Senior Engineer,83750
81907,Jouko,Merkl,1999-05-09,Staff,59700
81916,Lorien,Yavatkar,1999-08-10,Staff,68556
81925,Matt,Limongiello,1998-12-30,Senior Staff,54691
81930,Jaber,Pellegrinelli,1999-06-22,Engineer,40000
81931,Ziya,Lowrie,1997-02-23,Engineer,40000
81939,Boguslaw,Zumaque,2000-06-25,Senior Engineer,56780
81940,Ioana,Siksek,1991-01-15,Senior Engineer,46693
81942,Parke,Schauser,1996-05-26,Engineer,61157
81951,Huai,Henders,1997-01-31,Senior Staff,57712
81952,Jinya,Brodal,1991-08-28,Senior Staff,78751
81959,Otmar,Schade,2001-08-10,Senior Staff,57588
81964,Gurbir,Pargaonkar,2001-09-10,Senior Staff,40000
81967,Satoru,Dengi,1998-12-10,Assistant Engineer,56160
81971,Tristan,Rattan,1999-07-08,Senior Staff,54068
81973,Shigenori,Panienski,1992-08-21,Senior Staff,80865
81974,Niranjan,Bale,1995-03-05,Staff,66440
81980,Nakhoon,Butner,1993-03-28,Senior Staff,55947
81981,Weicheng,Welham,1998-07-19,Engineer,72635
81986,Tamiya,Waterhouse,1992-03-15,Senior Staff,68673
81988,Lene,Pews,1991-04-15,Senior Staff,46216
81991,Mooi,Krogh,1999-09-05,Senior Staff,40000
81998,Mari,Iwayama,1996-05-25,Senior Staff,53285
81999,Mabhin,Vigier,1996-07-17,Senior Staff,40000
82002,King,Farris,1993-05-23,Senior Staff,67766
82003,Saeko,Tomescu,2000-10-23,Senior Engineer,40000
82007,Kannan,Gniady,1998-08-31,Senior Engineer,65627
82008,Rosalie,Kushner,1997-03-19,Senior Staff,54180
82013,Divier,Katiyar,1993-09-17,Technique Leader,66150
82014,Quingbo,Ariola,1996-07-08,Senior Engineer,40000
82017,Demos,Belinskaya,1994-10-09,Senior Staff,60044
82018,Basant,Chimia,1999-11-04,Senior Staff,40000
82024,Yongqiao,Grospietsch,1991-11-04,Senior Engineer,40000
82025,Cristinel,Selenyi,1993-08-08,Staff,50808
82027,Henk,Ellozy,1994-11-07,Senior Staff,73428
82029,Roded,Snedden,2000-11-05,Senior Staff,89051
82035,Miyeon,Greenaway,2002-01-23,Senior Staff,53103
82036,Duke,Dolinsky,1995-09-01,Senior Staff,56631
82038,Zhongwei,Snedden,1989-10-23,Senior Engineer,69062
82040,Avishai,Velasco,1997-01-10,Senior Engineer,60276
82041,Berna,Sooriamurthi,1998-09-24,Staff,54009
82045,Tse,Bolsens,1993-07-31,Senior Engineer,40000
82052,Lidong,Rahier,1996-07-12,Senior Staff,62201
82057,Spyrose,Fetvedt,2002-03-21,Senior Engineer,52491
82059,Satosi,Ecklund,1994-06-24,Senior Staff,40000
82060,Arvind,Michaeli,1998-02-03,Engineer,50525
82063,Shaunak,Plump,1998-09-06,Engineer,42422
82065,Christophe,Anger,1988-06-26,Senior Engineer,40000
82066,Masasuke,Birch,1996-01-17,Senior Staff,40000
82072,Wilmer,Brookman,2000-01-01,Engineer,40000
82080,Tianruo,Iisaku,1993-05-17,Technique Leader,48153
82088,Remzi,Spelt,2001-04-05,Senior Staff,45903
82089,Shuji,Menhoudj,1998-03-05,Senior Staff,85319
82101,Yuuichi,Kavraki,1993-09-05,Staff,40000
82107,Gunilla,Heping,2000-04-02,Senior Staff,67208
82108,Renee,Gilg,1994-11-19,Senior Staff,40000
82110,Vugranam,Gecsel,1995-11-10,Senior Staff,48328
82116,Chiradeep,Shiratori,1994-09-18,Senior Engineer,40120
82120,Chenxi,Kaltofen,1995-05-30,Technique Leader,50121
82123,Tokuyasu,Dayana,1987-09-24,Senior Engineer,43027
82131,Mayuko,Kulisch,1995-07-30,Senior Staff,73262
82136,Sadegh,Azadmanesh,2001-04-21,Senior Staff,59327
82137,Panayotis,Thibadeau,1991-03-17,Senior Staff,56370
82139,Satoru,Zucker,1992-12-17,Senior Engineer,68313
82141,Salvador,Georg,1998-11-18,Senior Staff,50445
82144,Marek,Dusink,1990-05-11,Senior Staff,40694
82145,Zhongwei,Pagter,1999-12-13,Staff,46607
82146,Inderjeet,Cronan,1997-02-02,Senior Engineer,40000
82151,Keiichiro,Terekhov,2000-05-15,Senior Staff,74789
82157,Sanjeeva,Kowalchuk,2000-12-16,Senior Staff,92222
82162,Shigeo,Kroft,1993-06-06,Senior Engineer,46363
82171,Dulce,Radivojevic,2001-10-11,Senior Engineer,57861
82179,Jouni,Pettit,1998-08-25,Staff,41289
82181,Magy,Sethi,1989-11-09,Technique Leader,54997
82185,Yinghua,Ossenbruggen,1999-02-23,Senior Engineer,40000
82187,Stevo,Marakhovsky,1993-04-13,Senior Staff,53744
82194,Geoff,Eastman,1991-05-25,Senior Engineer,44356
82195,Guadalupe,Petersohn,1998-05-23,Senior Engineer,40000
82206,Yishay,Majewski,2001-11-29,Senior Engineer,40000
82211,Sugwoo,Melter,1988-09-18,Senior Engineer,59316
82219,Cordelia,Argence,1996-12-06,Senior Engineer,41532
82220,Tristan,Monkewich,1998-01-12,Senior Engineer,40000
82221,Dines,Pezzoli,1998-12-21,Senior Engineer,65420
82222,Sampalli,Luit,1998-06-13,Senior Engineer,70499
82227,Xiaocheng,Sethi,1999-04-26,Senior Engineer,52214
82234,Christoper,Woycyznski,1993-08-19,Senior Engineer,40331
82237,Shen,Zaccaria,1995-03-14,Senior Staff,55459
82243,Gennady,Gonthier,1994-10-14,Senior Staff,40000
82252,Kwangyoen,Edelhoff,2000-10-31,Senior Engineer,66961
82255,Amabile,Sudbeck,1993-04-30,Senior Staff,40000
82257,Hugo,Linares,1998-04-14,Engineer,57219
82258,Jayesh,Zaumen,1999-07-17,Engineer,59715
82263,Vishv,Haumacher,1996-07-03,Staff,77210
82267,Unal,Nations,2000-01-23,Senior Engineer,49062
82273,Vincent,Servi,1996-08-20,Staff,45248
82276,Frederique,Genin,1997-01-06,Senior Staff,40000
82278,Tomokazu,Murillo,1986-01-15,Senior Staff,52084
82281,Reuven,Vuskovic,1993-11-29,Engineer,50988
82287,Duri,Suri,1997-10-29,Senior Engineer,42741
82290,Manibrata,Hiraishi,2000-06-04,Senior Staff,40000
82294,Jamaludin,Lammel,1997-06-09,Staff,40000
82295,Manohar,Parfitt,2000-01-20,Engineer,42368
82302,Udo,Lung,1995-03-14,Staff,76650
82305,Mahmut,Biros,1997-01-18,Senior Engineer,40823
82308,Vishwani,Herber,1996-09-19,Staff,64480
82309,Hideyuki,Ramsak,1995-01-19,Senior Staff,79725
82310,Jinxi,Panangaden,1990-02-21,Senior Engineer,40000
82316,Haldun,Rabehasaina,1998-01-03,Senior Engineer,40000
82318,Branimir,Hashii,1994-03-20,Senior Staff,45105
82319,Saniya,Eugenio,1996-10-15,Senior Staff,88094
82324,Ashish,Knightly,1997-03-16,Staff,62431
82335,Mansur,Reeken,1999-08-27,Senior Engineer,40273
82339,Jeanna,Schrift,1988-01-15,Senior Engineer,40000
82349,Tsz,Birjandi,1996-08-17,Senior Staff,63760
82350,Nahla,Stifter,1995-07-19,Senior Engineer,40000
82354,Badri,Trogemann,1999-09-05,Senior Staff,76493
82361,Genta,Schreiter,1994-11-29,Senior Staff,59654
82364,Berhard,Conta,1996-08-27,Senior Engineer,49190
82367,Miyeon,Halloran,1997-10-28,Staff,66101
82371,Frederique,Erev,1986-05-17,Senior Staff,69470
82372,Yinlin,Magalhaes,1999-03-29,Engineer,45843
82373,Lalit,Bellmore,1997-05-02,Senior Engineer,43355
82379,Sanjai,Bala,1994-03-15,Senior Engineer,40000
82382,Renee,Demke,1996-07-16,Engineer,69979
82385,Sanjai,Biran,1998-11-18,Staff,75274
82388,Munehiko,Zucker,2000-04-17,Senior Engineer,40000
82391,Mayuko,McAffer,1995-12-20,Senior Staff,83099
82397,Mart,Peris,1994-04-11,Senior Staff,70248
82398,Gladys,Heinisuo,2001-10-12,Senior Staff,83569
82399,Turgut,Rouquie,2000-02-23,Senior Staff,52872
82403,Aran,Kinley,1991-02-02,Senior Engineer,66210
82411,Tomokazu,Shackel,1995-12-24,Technique Leader,50616
82419,Karoline,Rindone,1996-07-05,Senior Engineer,61248
82420,Kiam,Gente,1998-08-13,Engineer,68789
82422,Tesuya,Falby,1994-03-19,Senior Staff,52364
82423,Mariusz,Attimonelli,2002-05-19,Senior Staff,40000
82424,Sibyl,Eterovic,1997-05-21,Staff,107030
82432,Christ,Shihab,1998-08-04,Senior Engineer,40000
82434,Bojan,Mullainathan,2001-08-14,Senior Engineer,40000
82441,Masaki,Brickell,1995-08-17,Staff,58488
82443,Vincent,Perry,1994-02-14,Senior Engineer,40283
82449,Jinpo,Rajaraman,1999-07-08,Staff,55134
82453,Gil,Atchley,1996-02-17,Senior Staff,63067
82455,Along,Birge,1998-05-12,Engineer,40000
82457,Vidar,Pauthner,1996-04-13,Senior Engineer,45220
82460,Claude,Zhang,1992-05-09,Senior Engineer,40000
82467,Xiaopeng,Atchley,1998-04-02,Senior Staff,40000
82468,Hatem,Trystram,1998-11-04,Senior Staff,40000
82469,Genevieve,Flexer,2001-06-15,Senior Staff,45841
82473,Makato,Arlazarov,1999-07-21,Staff,71927
82478,Vishwani,Ginneken,1991-03-19,Senior Engineer,54571
82486,Arne,Wielonsky,1996-01-25,Engineer,40000
82488,Kellyn,Aingworth,2001-07-26,Senior Staff,57821
82491,Lalit,Lorho,1999-05-20,Engineer,43978
82493,Miquel,Hanabata,1999-02-12,Senior Staff,89229
82495,Jahangir,Perly,1999-08-04,Staff,40000
82501,Patricia,Soloway,1998-10-01,Engineer,40000
82513,Ugo,Castellani,2001-07-11,Senior Staff,68041
82516,Nitsan,Lichtman,2002-04-06,Senior Engineer,55801
82524,Feixiong,Mersereau,1997-02-20,Staff,65332
82530,Ioana,Morton,1999-05-06,Senior Staff,40000
82534,Vugranam,Tischendorf,1997-01-07,Senior Staff,58766
82540,Aleksander,Bratten,2000-11-14,Senior Engineer,66393
82541,Honesty,Thiran,1999-09-22,Senior Engineer,40000
82544,Eberhardt,Keirsey,1997-04-05,Senior Staff,64649
82549,Moriyoshi,Bharadwaj,1994-04-17,Senior Staff,54883
82553,Barry,Georgakopoulos,1996-03-25,Staff,59256
82555,Fabrizio,Kavraki,1995-04-14,Senior Engineer,50496
82556,Gina,Capobianchi,2001-06-20,Senior Engineer,40000
82557,Cheong,McClure,1996-08-17,Technique Leader,53070
82566,Mary,Portugali,2000-03-03,Senior Engineer,40000
82568,Giri,Flanders,1993-05-08,Senior Staff,66444
82571,Padma,Argence,1998-04-01,Senior Engineer,55947
82572,Moie,Brattka,1993-04-01,Senior Staff,72854
82573,Genevieve,Berendt,1998-05-19,Staff,52671
82580,Yuchang,Erde,1991-12-22,Technique Leader,40000
82585,Berry,Bodoff,1991-06-28,Senior Staff,52198
82589,Mingzeng,Picaronny,1996-06-09,Senior Staff,83291
82591,Ugo,Lampe,1993-08-07,Senior Engineer,40627
82594,Qingxiang,Hartvigsen,1993-08-06,Technique Leader,40000
82595,Valdiodio,Zeleznik,2000-06-02,Senior Staff,40000
82598,Palash,Chenoweth,1992-05-25,Senior Engineer,40000
82601,Munehiko,Nitto,1996-08-18,Senior Engineer,49779
82607,Miquel,Ozeki,1993-09-05,Senior Staff,46736
82608,Djenana,Slobodova,1997-06-07,Senior Staff,72016
82613,Elrique,Roisin,1997-06-09,Technique Leader,40000
82624,Yishay,Lindenbaum,1993-09-03,Engineer,40000
82626,Adit,Reeken,1997-11-01,Senior Engineer,47175
82634,Volkmar,Plesums,1986-01-27,Technique Leader,57262
82644,Kellyn,Pleszkun,1999-08-23,Senior Engineer,43420
82646,Shugo,Plump,1999-05-03,Senior Engineer,48979
82651,Mohit,Velardi,1998-11-30,Staff,65034
82655,Baziley,McFarlin,1997-12-10,Assistant Engineer,40000
82656,Cordelia,Rassart,1996-02-22,Engineer,50025
82659,Xiping,Schmittgen,1995-05-10,Engineer,60350
82667,Phillip,Panwar,1994-03-28,Staff,77217
82668,Feipei,Menhardt,1986-05-23,Senior Staff,78317
82669,Froduald,Welham,2001-10-18,Senior Staff,69847
82672,Nectarios,Baez,2000-12-21,Engineer,40000
82673,Uta,Hettesheimer,1991-06-18,Senior Engineer,40000
82674,Mariusz,Rikino,1998-01-02,Senior Staff,40000
82675,Morrie,Chaudhury,1995-10-25,Engineer,62623
82678,Poorav,Haldar,1997-06-21,Senior Engineer,42570
82680,Ymte,Gyimothy,1997-10-28,Engineer,72194
